id,location_id,title,event_start
4176aaa1-7b62-4bee-b650-7cb2e6a1027f,27906,Tim Vine - Breeeep,2023-05-19 19:30:00
4183bfbc-e017-4e68-948c-59c5b2e2b48b,2033,Bente,2023-02-24 21:00:00
419f97eb-a2ec-4ae6-b62d-c749c44b4d1d,2182,Nabil,2023-01-13 22:30:00
4200f4b9-58eb-44e7-bec4-98503b5b17fe,15470,Fugitive Leeds,2023-02-04 23:00:00
4210f019-a606-4e88-87b3-1cf45cd85360,13072,Alex Agnew & The Moonlovers,2023-04-29 20:00:00
422558d3-4395-42c5-9e6b-0aeaf91061fb,168916,Laroc Club apresenta: Tiësto,2023-01-20 22:00:00
423d243e-5ad1-443a-8780-271683f794d2,17879,La Barakings,2023-02-03 20:30:00
424bfaac-3c46-4829-b295-5ea6dc502082,2321,Sexy Easter Bang,2023-04-08 23:00:00
42a460cd-6959-43a7-aecc-618d5930f2ff,18854,Pelomono,2023-01-19 21:30:00
42b40359-1338-48a6-93b1-fb8708e9df84,1626,Martin Garrix ADE 2023 | Friday,2023-10-20 22:00:00
42c84216-1fd4-4b57-933a-7d1aa31a3325,880,The Night Of The Kangaroos,2023-02-09 23:30:00
42cc1c5e-f56f-456f-bc4a-0b26dfd0d921,17990,Festivoort,2023-02-04 18:00:00
42d20f07-492c-47fd-b904-1e88ad2e87af,11961,Robbie Williams,2023-02-20 20:00:00
4315e72a-1e1e-40d8-9dbe-5acf2e9bd2a6,208,Tokio Hotel - Beyond The World Tour,2023-05-02 22:00:00
432e1318-7629-496a-a5a5-48438d8ac556,76097,De Sekszusjes - Ongelikt,2023-01-28 20:15:00
43416360-0efb-4093-a786-62cca01fe7dd,19618,The Kooks,2023-02-04 21:00:00
4343f648-45d0-497c-aa5a-b494c7ab5f44,5555,Michelle David & The True-Tones,2023-02-23 22:30:00
436579ef-f0e0-40ac-b327-3abc40f2b6b1,2043,Legally Blonde - The Musical,2023-02-18 15:00:00
436dd677-1edc-4606-ab55-a7549e5e47d9,14687,Marco Masini,2023-01-09 21:00:00
4388af10-28c1-48eb-94e4-d9f45e544c0c,1141,Ecstatic Dance Sunday Afternoon Session - Dj Kareem Raïhani,2023-01-08 15:30:00
43a157ea-8849-4ed5-9348-444cab4888f9,138327,SIX the musical London,2023-11-03 19:12:00
43b1f958-1c53-407f-9433-aef469df0972,176824,Verträumte Angelegenheit Open Air made by Pappenheimer,2023-06-17 12:00:00
43ed6d93-933f-4bdd-8b41-96f00f755f40,12774,Kamal Kharmach,2023-01-25 20:15:00
44075fb4-6759-4fe9-99cd-96bd227031dc,18,Palaye Royale + Yonaka + Starbenders,2023-02-01 19:00:00
4420c9f3-6db5-4474-8e14-5145d7812a52,169472,Pronoia,2023-01-28 22:00:00
443d3df0-a279-4835-88c6-a9db44297ef1,2161,Daikin NK Afstanden,2023-02-03 18:15:00
444664cf-6161-45c7-b487-3db7c58002cb,26162,MoTrip - Georg-Elser,2023-02-11 19:00:00
4464181e-acdd-4304-abba-d85002c3b2b4,167362,Matthew Bourne - s Sleeping Beauty,2023-01-31 18:00:00
447573ec-e084-4485-928a-5f9353731ec0,38,Fatoumata Diawara,2023-05-30 20:30:00
448dbdb4-3414-4059-b277-7c7c3723f5c2,3028,MEUTE,2023-04-09 20:00:00
44a854bb-16b3-4d75-89da-bf57721a1d5e,25400,The Best Exotic Marigold Hotel 21 30,2023-01-26 21:30:00
44c17c05-1307-446e-aff8-aea65ce7aa8a,140074,East End Dubs - extENDed,2023-02-04 22:00:00
44d1c35a-0e49-459d-8943-50199b79b14c,91035,BICEP,2023-01-10 20:00:00
44db0eed-ceec-4843-aa6e-310ce3f21a1e,89213,The Dirty Daddies The Best Tour Ever Tour,2023-02-11 20:30:00
44fdc766-8d7a-4dc4-99c0-92fe3f0157e9,135403,Light Nights Aqualuna,2023-01-07 14:30:00
45138f50-dffb-4f17-898a-f3d2079c1af8,2006,Nieuwjaar Met Trifonov,2023-01-15 14:15:00
4538433c-ed51-4332-a33d-75ce39d20de7,162044,Shinova,2023-02-18 21:30:00
457b5f82-12f6-48f3-a6ba-037be54514d5,51049,Summertime Live Windsor 2023,2023-08-12 14:00:00
3be4e7f6-1858-4284-b6a0-a94396a478ee,98586,Ancient Apocalypse With Graham Hancock,2023-01-26 19:00:00
3be8b8d5-4862-497f-892c-9660f41cdb04,132621,Club Huiskantine,2023-01-07 21:00:00
3c182e1f-b12f-4259-a31d-35efcec44201,179569,Cirque du Soleil - Crystal,2023-01-15 16:30:00
3c2e78fc-6f64-4dd0-94fa-dbec264b4615,173294,SonicBlast 2023,2023-08-10 12:00:00
3c30449b-1d52-4eae-88c9-89dfc4aeba68,16446,Jézus Krisztus Szupersztár (2023. előadásai),2023-03-30 19:00:00
3c39aa1b-98e7-42bf-a124-d12a39eabd72,146194,Unfold.art x SORA | Live Show,2023-01-07 20:30:00
3c4a85ee-4a88-4bb4-9ec2-47aaf8329376,12023,Peter Kay,2023-01-20 18:00:00
3c55405a-7696-4346-a939-6a6422e5960e,181459,David Guapo,2023-02-02 20:00:00
3c6398a1-3b2a-4fa2-bb8f-483b69a74f49,16194,Isteni végjáték,2023-01-14 16:00:00
3c68a1ce-cbec-4393-af8f-11f0e3c9116d,15967,"Urbanus - ""bis bis bis""",2023-01-14 20:00:00
3c6c52df-7a38-469b-915a-345e5d94055d,173513,JERA On AIR 2023,2023-06-22 12:00:00
3c843299-b418-4df8-8d40-2c48caa05c0a,3517,Thuishaven w/ Cynthia Spiering 10HRS & more,2023-03-26 13:00:00
3c859b06-058a-4426-b684-5ba86d00a598,133,Rauw Alejandro - Saturno World Tour,2023-09-25 21:00:00
3c89a67e-bb20-44bd-bcb7-d9013ecead4e,10571,My Neighbour Totoro,2022-10-26 19:00:00
3ca1a34d-49ca-4168-afdd-76011848b820,10775,Inceptionz Showcase Edition,2023-02-17 21:00:00
3cbbeafe-3b3f-4e15-a4e4-4c2b6cfcc533,168436,SC Cambuur vs Sparta Rotterdam,2023-01-21 20:00:00
3cbdc130-5b30-478c-b467-a0da9ef07c82,18875,"Trevor Nelson's Soul Nation",2023-02-04 20:00:00
3cc59b42-ac30-4c0b-b084-f1897896c67a,19624,Sneeuwwitje - Het Sprookjesballet,2023-01-07 14:00:00
3cc5f521-9089-4dd9-84be-a904774d720e,74,Roxeanne Hazes,2023-02-11 19:30:00
3ce0de5d-a474-4710-8474-0e1058d517c2,159986,Mamma Mia,2023-01-13 19:30:00
3ce985a6-9878-4369-a930-b0d882207392,95,Smells Like Alternative,2023-01-14 21:00:00
3cf21b28-acf2-4925-82c8-909db398465b,2301,IFFR - Silent Ghosts,2023-02-04 21:15:00
3d14fbe4-be2b-4192-9e1d-48e35b5f0889,12179,"Accept 'Too Mean To Die' Tour",2023-02-11 20:00:00
3d4aeedc-f08f-422b-8df7-d08e9e2297f9,158093,Super Rich Kids,2023-01-07 23:00:00
3d4cb284-1f3d-4453-b4bd-09c3d1e06c13,5388,Yevgeny Onegin,2023-02-05 15:00:00
3d7ddfbb-2627-48a3-8345-5479377a8f32,197657,Fleshgod Apocalypse,2023-01-14 18:00:00
3d885f2a-bae4-4bb1-a32a-da8a03c576c8,5870,Bassiani Showcase,2023-02-10 23:15:00
3d963ed7-f9a4-4245-b20c-049aec684899,30,Doka - Our Society x Doka Studio,2023-01-20 23:30:00
3dccd9e8-ee5e-4bbf-b9e4-564821443331,19796,Stray Kids,2023-02-21 19:30:00
3ddbd1c0-e0dc-4046-ac11-569ba1b32d18,133,Blue Man Group - Bluevolution World Tour - RTM Stage I 16:00,2023-03-25 16:00:00
3de6c886-bd8a-4a85-9d19-d7a6d154bec2,22161,Wishbone Ash,2023-01-27 20:30:00
3df61638-2d77-4665-afbb-5a07c7869c04,7206,Kerri Chandler - Jeremy underground - Ceri,2023-02-04 22:00:00
3dfb4d34-0f65-4710-8d50-60453de8799f,170042,Bunker Bass - Old School vs New School,2023-02-03 22:00:00
3e272bc5-cc82-4d11-adb1-410c0a933886,31165,Steven Kazan & Jamie - Hey Hallo,2023-01-03 15:00:00
3e290982-cc27-4485-8eb6-068f7db0e708,165176,Joesef,2023-04-13 20:30:00
3e34d394-ee47-4fdd-a3c9-12e5099c541e,17990,The Prom,2023-01-04 20:15:00
3e38b8b0-0ce2-4ee7-b13e-88d005f8fed1,18655,The Cool Greenhouse Live,2023-01-19 19:00:00
3ede0353-7869-4bce-9bc8-c04179047022,179470,SUITE OF MEDLEY,2023-01-14 22:00:00
3f06a729-1578-48af-8e6f-2eb8fc7539de,14268,IJ-Hallen | 7 januari,2023-01-07 06:00:00
3f1e7ea6-7477-4c07-a0d6-55c1b5926bf0,179798,Elyella - Anabel Lee,2023-02-18 21:00:00
3f383d22-54bd-4de7-b269-df3d33492986,2816,"Pinkwashing (queer party) : ICEBOY VIOLET, CORRINE, NICOL, PAULETTE SAUVAGE, BAZANAY, METASEPIA",2023-02-04 22:00:00
3f86c230-104f-4a8e-a521-133f77098014,149216,Juan Dávila - La capital del Pecado,2023-07-07 22:00:00
3f9914ba-3cb5-475c-946c-4bc8157f0ded,6332,Country To Country - Saturday Only,2023-03-11 18:00:00
3f9eac1c-eb60-4350-b99c-08ef9d27d484,2003,Daniël Arends - Thuis Praat Ik Bijna Nooit,2023-02-25 19:15:00
3faa21e6-6cfb-4f1f-af4f-f79faafddb79,41,The Blue Stones,2023-04-01 19:30:00
3ff1948e-ba01-4a26-ada5-b02577e0ac8c,1093,#BBB - Every Saturday,2023-01-21 23:00:00
400a5f9f-99a0-4b4f-848e-32b694e5b3c3,7206,Wstrn,2023-01-23 19:00:00
4076bc7a-a102-482f-81d3-6408926f6cbf,149993,El Barrio - Gira Atemporal,2023-06-02 22:30:00
407823f9-6be1-497b-a3dc-82e90c71e71b,144035,Mijn Lieve Gunsteling,2023-01-22 15:00:00
407ce329-9996-4a62-b096-d92df1451048,14416,Alessandro Cattelan,2023-04-03 21:00:00
40dfff99-d969-4411-8788-0ccb0a9b384a,2815,Izïa,2023-01-20 20:30:00
40f20a00-6967-4ac6-9928-8c8a73a38145,3665,Philippe Geubels - Geubels Gaat In bad,2023-03-18 20:15:00
4187d9a8-0389-46c5-a034-8200da4ab4f2,16637,Party Like Gatsby: Soirée Royal,2023-02-18 23:00:00
41adcae3-d043-48bc-aa01-06121f87f12f,152989,Live in de Wei 2023,2023-06-23 19:30:00
41c63aba-d8fd-45b1-a5da-351febe6394d,1180,Monstrosity - Origin - Reject The Sickness - Intrepid,2023-01-14 19:30:00
41f7a0e5-2a9b-4043-bfce-326565f52c59,6296,Beartooth - Motionless In White,2023-03-25 18:00:00
420a1b63-ac95-4496-b7f6-ae32ee4bc53a,19794,Florence And The Machine Dance Fever Tour,2023-03-08 19:30:00
42352a9c-6d35-44c4-bbc5-9dae9b0b6c20,15191,My fair lady 5.1.23,2023-01-05 21:32:00
4240fb22-b667-4c5f-8c7b-b9e52873fa33,14104,Inter vs. Atalanta,2023-01-31 21:00:00
42948039-7c96-4e54-a95d-5052bef5a91d,12968,FRDS 10 Years Anniversary,2023-01-27 17:00:00
42a08a71-1029-45ad-aa9c-206c7efae4ca,18862,En Tol Sarmiento,2023-03-03 22:00:00
42b2a1dc-7096-4289-a988-08ffc88b1ea0,21609,Space Hammu,2023-01-08 19:00:00
42b2f8fe-8f42-478a-83fe-ac8e2b540bcc,179634,David Bisbal,2023-04-01 20:30:00
42c7cd6e-2fe4-42ab-b891-c3205fe5e80a,12912,Huisvrouwen Bestaan Niet,2023-01-27 20:00:00
42f08145-f432-4f51-a74e-317c9360c5ac,2994,Sun Records - The Concert,2023-01-13 20:15:00
43016951-4dec-40cb-86e5-305c4ad0aba9,12796,Carmina Burana | 16:00,2023-01-21 16:00:00
43147301-fa04-4098-8e42-aee0a6e0cc7c,162083,Bert Visschers - Dat Zie Je Een Ander Niet Doen - Try-Out,2023-01-10 20:15:00
4314de32-9ac6-4d99-82ce-ef19e4659911,10571,My Neighbour Totoro - 2nd Jan 2023,2023-01-02 14:00:00
432a3f0a-689b-4f1f-a288-a6b677022c6d,1628,Kristian Bezuidenhout,2023-01-09 20:15:00
4395bbe6-ee7a-4695-8155-70ef6a75625c,165176,Hania Rani,2023-03-27 19:30:00
43b0810c-c139-4b01-b744-f1e6d8f1bbc9,6228,Joe Satriani - The Earth 2022-2023 Tour,2023-04-17 20:15:00
43b69864-db06-4048-9b0e-5b079da89696,132619,BR Volleys vs - Netzhoppers KW-Bestensee,2023-01-07 17:30:00
43e91db6-3270-4168-b310-7c14d0beea43,74,Rob & Wijnand Carnaval Countdown,2023-02-10 20:00:00
44067a98-f526-4fee-b0b3-7e8ec89e9120,13025,TEKK WAR NIE WEG feat 10Y BORECKI,2023-02-10 23:00:00
4406fd50-0bcf-45e4-80d6-64ef96c819b4,175556,Hïfriday Dinner & Dance,2023-02-03 18:30:00
441010c9-f253-42bf-91cf-b9a0fdc34afe,3665,"Wim Helsen - Niet mijn apen, niet mijn circus",2023-05-12 20:15:00
44101f72-0dce-4468-8c2f-e7d8e541c2c7,133,Vrienden van Amstel Live 2023 | 26 januari,2023-01-26 20:00:00
44717640-56bb-4d5c-b1b3-67d5980a4c7a,44107,Bloodywood,2023-03-25 19:00:00
44836b89-1b58-4dd7-8d70-b599e0b61654,2136,Introdans,2023-01-13 19:30:00
4493a7db-ebe6-4a74-a6a2-43a8b9478e87,178202,Neet oét Lottum,2023-01-04 20:00:00
44a9ce19-24b4-4f24-b40b-70457aa35fb7,158325,Savita Singh - Valentine Ball,2023-02-04 22:00:00
44b171f5-3449-4c3c-bb66-cd3824d90496,46197,PolifoniK Sound 2023,2023-06-30 18:30:00
4542fd36-0dfe-483a-acdb-627bd1a4cf81,15952,Camela,2023-01-13 21:30:00
455763ec-7af9-4718-aaf3-fad25f368629,14416,Jack Savoretti,2023-01-12 21:00:00
4577b482-1d3d-4e2e-a7c6-a8e9f1612b46,27025,Apocalyptica - Epica,2023-02-14 20:00:00
459e1bf4-b406-45bf-baac-d896d531f58e,31034,Homostash - Wet January Rave,2023-01-14 21:30:00
45ccc9fd-2d76-4d4c-95e0-78ce4db68f05,181742,"Oh Honey - New Year's Gathering",2023-01-14 20:00:00
45d9928b-b1da-4d75-a43b-bcbeff5524cc,168487,Majka Swing 2023,2023-03-25 20:00:00
45f5e8ec-4e1d-4591-9d6d-466cc55ed3f0,183047,Team Rhythmusgymnastiks Karnevalsport,2023-02-18 11:00:00
46559751-1c25-49e3-a4ae-f75bf115ccf2,13312,Dermot Kennedy,2023-04-13 18:30:00
465c83dc-0995-4ad9-abf6-dd15da7386f2,9020,Evergreen Machine,2023-03-14 14:00:00
4678fcc5-a3ca-4479-878b-052416c5f34b,357,Bad Omens,2023-02-21 19:30:00
3c32c124-820a-4c56-9816-1ad496b861b6,167802,From boogie to booty w/ Louise Chen,2023-01-28 23:00:00
3c4a3f38-dc35-482d-bf7f-e8b97776fe5b,12995,Natalia Lacunza,2023-02-17 21:00:00
3c61db5c-38f0-4a08-8407-0488c02e8352,16005,Luuk van Dijk (all night long),2023-02-04 23:00:00
3c9d8514-8afe-459c-892c-8a8b5b7eb9eb,1506,Bruins Horeca Saasveld,2023-01-01 19:30:00
3cbb3780-c9bd-4ae4-9174-026c780d0a69,2816,Shame + They Hate Change,2023-03-14 20:00:00
3d2a5fea-a69f-4c97-973d-4f066381965b,143383,Labyrinth Presents - Jungle Extended Set - Salute & Decades,2023-02-10 21:00:00
3d2f1444-8de5-42fd-9d73-1a122ea2e8fc,18221,Rollspelsklubben - Mumiesikal 3,2023-01-07 18:30:00
3d4a43bd-e915-4c15-b80d-20b3e134e6ce,18065,Frenk És Robi,2023-02-01 20:00:00
3d632291-b712-4e9b-8f5b-42f81b891b70,25554,The Amity Affliction,2023-01-27 19:00:00
3d74a7a2-52b7-4b2b-91f0-d017fb942088,187560,ODNARSAVOND,2023-01-01 01:00:00
3d90a2d8-5fcd-411d-a521-c2235bb7a1fe,1994,Wereldkerstcircus 2022 | 16:00,2023-01-08 16:00:00
3d918917-671c-48dc-9b2c-0155ca66376f,2816,Dominique A + 1ere partie,2023-04-04 20:00:00
3dbe4db4-f22b-420a-b7bb-9db1a2c87f5a,163751,Festival Sónica 2023,2023-07-14 16:30:00
3dd98b1a-45b2-468a-8405-63fbb59c49de,25308,Florian Schroeder -  Schluss jetzt Der satirische Jahresrückblick - Silvester Special,2023-01-01 18:00:00
3e198afc-55d7-4420-af40-d948f529daf0,252,Preoccupations,2023-02-23 19:00:00
3e25fc60-64cd-4d43-a54f-69d7ec552f11,8557,Bonny light Horseman,2023-02-07 19:30:00
3e5cdb72-64d0-4866-81ea-b17ff78ee1a2,79768,Ouderwets Los,2023-03-04 21:00:00
3e6848bd-1f43-4124-b338-7a7746f1cc8f,182337,World Athletics Championships 2023,2023-08-19 08:00:00
3e6f080f-81c0-4658-95be-17876348b113,9025,La Troupê,2023-01-05 23:59:00
3e74a404-5465-4565-bc44-602ec2e3a1c5,22854,IRON MAIDEN The Future Past Tour 2023,2023-05-28 20:00:00
3e792a95-dce9-41b4-b185-e2b39754a32e,169524,Zondag met Lubach,2023-02-07 17:45:00
3e92174e-117c-4444-a1f1-72ff6069a5f6,67442,Lewis Capaldi,2023-03-03 18:30:00
3eb3db1c-9b64-41e1-912e-d9824a9fed53,155728,António Zambujo e Miguel Araújo,2023-10-27 22:30:00
3eec69c9-be7e-4d63-8ba0-d13eae4d6cbe,49149,"After Dark: Sweethearts' Nite",2023-02-05 18:00:00
3f062726-5d52-42ea-b2e5-6fde638bb367,166293,Viva Suecia,2023-02-04 20:00:00
3f15aa42-d7bb-4213-9e7b-7469373776d8,169148,VIERNES: APRÈS SKI,2023-01-13 23:59:00
3f30a293-0954-4992-82c8-6229aec5ae21,14964,Oud & Nieuw op de Voormars Ommen,2022-12-31 23:59:00
3f363d10-8de3-4453-b5ef-d15a4f3ecdf4,133574,Heathers the Musical,2023-01-20 19:30:00
3f81517a-a26e-4f07-8786-eb762e0a5b45,100167,Arnold Clark Cup,2023-02-22 17:45:00
3f9fa0aa-ee1f-4c9f-bc3d-211e853d8c73,102,Rauwe Kicks 2023,2023-03-04 16:00:00
3fe6ef5f-5772-4c06-8b33-a4007191f164,145867,Boneca X Monkey Project: Astra Club (Carlita B2B DJ Tennis),2023-01-27 23:00:00
3ff92cc4-e3ab-4c3e-89af-5e6335d286d0,7279,Future  presents Robin Schulz,2023-02-04 23:00:00
4046ecab-16bd-4ebd-898a-4df1f1d0a6a0,252,Billy Woods,2023-02-05 19:30:00
4066c179-d26c-427f-95ac-e471af373d9f,109752,La Sonnambula De Vincenzo Bellini,2023-01-20 20:00:00
4079e023-9d20-4ac9-bc51-f64566406504,17265,Mick Flannery,2023-01-20 19:00:00
407d9a1b-e827-421f-b989-7914d61da41d,102,Watermeloen,2023-02-04 23:59:00
409bd2be-dba4-4cde-826a-72f123af3b0d,13857,Anne Frank huis,2023-02-03 11:00:00
40dfa965-62fb-47cc-a880-1d911ff14608,195172,Bluetiek-In Reunion - Welcomes 2023,2023-01-28 22:30:00
40f2dfa2-5476-464d-b9eb-3514033f3370,9025,Lendakaris Muertos + Bellako,2023-02-11 20:00:00
4129dc22-0735-4037-b511-f40db5289e98,182751,Rosendal Garden Party 2023,2023-06-08 12:00:00
412f992d-4eda-44df-a695-7e181f77e72b,205,25 jaar Flügel,2023-03-18 19:00:00
414676ed-f93e-4c25-bad7-f1f58225f564,5452,Napolitana,2023-01-31 20:30:00
41599d1c-db75-48dc-a4ab-6178806f2ea3,158093,Refresh x Munch,2023-02-10 23:00:00
41900a26-0c19-4b3c-9e94-58ce58f3b0db,44284,Ibiza Orchestra Experience,2023-08-18 20:00:00
41bd8429-f9c2-444c-99d6-10a6d84518aa,3651,Senne Guns - Senne & Lokko,2023-02-07 20:00:00
420baec0-fba8-4d3e-81da-c1ebad94ec3d,11186,Solomon-s Knot - Bach - Motetten,2023-01-21 14:00:00
42989959-680a-4191-8e56-ec955af0185b,170526,Rulantica Waterpark,2023-01-01 08:00:00
42cc1f87-5195-401f-b370-4c6cb79cacb2,22125,10 x Drink & Food coins,2023-02-18 18:02:00
42fa3fd9-1912-408b-874f-d09a476f4aef,4172,Ye Vagabond + Morjane Ténéré,2023-02-02 20:00:00
43209aa7-c756-4c2f-b0ce-1737d6e3a055,74,"'Weird Al' Yankovic",2023-02-19 20:00:00
4323c971-e537-44f8-83b8-e0fbd9c958aa,9243,Tineke Schouten | Dubbel,2023-03-15 20:00:00
432726a9-a806-4332-979f-377322cd89d6,135,Snoop Dogg,2023-03-20 18:00:00
43279156-fe2c-4995-8a2b-c2d938272d7f,13957,"Balloon Museum, Pop Air",2023-01-07 22:00:00
4328a5f6-9757-46ef-a3ce-b32f7bf8c734,13262,Bad Omens,2023-02-12 19:00:00
4347aef0-d17a-4519-b865-6107b5aaffd6,13262,"wannabe XXL - Best of '90S + '00S",2023-02-03 23:30:00
4359cf11-9cc0-499d-affc-d4ecb24299d2,180966,Jurásicus Park,2023-01-04 12:30:00
43867d81-2300-4a0e-a5ae-a8b6e3e5307f,149444,La Funcion Que Sale Mal,2023-01-14 20:00:00
439b03ab-f38f-4064-a5f0-872ab6fb1560,127,Zillion - Projexxx The Cave,2023-02-10 21:00:00
43b7fc20-6e1f-4dea-a775-148c83577fbe,19749,Abba Disco Wonderland,2023-02-01 22:00:00
43cb9528-e741-40df-9b2e-41a91f438e0a,5334,"Daniel Sloss: Can't",2023-02-03 19:30:00
43dd7856-806b-472f-8a4e-bfa046f8f3b3,13295,Fabio Porchat,2023-02-13 23:00:00
44023f9d-4689-434a-9fe0-8e97465f4841,164026,Rammstein,2023-05-22 20:00:00
44088245-0eee-4c72-8f18-bc5f851da5ca,67293,Csaknekedkislány,2023-01-20 20:00:00
441c0e77-166b-49a3-bf28-7d80dd12ab3d,161,Het Zusje Van Debbie - 10 Jaar,2023-03-17 23:00:00
446a88b5-9556-40d5-8cb1-d510bf7366d4,181516,Brutus,2023-03-26 20:30:00
44a55ea5-5391-45b4-bd7f-85aea4fe2d98,168217,Camille,2023-03-26 10:30:00
44b488af-ec66-4b13-b207-4b71c0a5cb32,21609,BlackWorks at La Riviera,2023-02-25 23:59:00
44bc53da-3673-48d2-95e5-9bc8726a9bc8,42469,La Boheme,2023-03-16 20:00:00
4538d872-189c-4d6d-882a-97d63ca57b64,14640,Son Lux,2023-06-18 19:00:00
45815826-0c23-4157-a9ce-c04f01990f38,11595,Winterland Festival 2023 | Hollandsche Middag | 22 jan,2023-01-22 15:00:00
4585ed7d-7403-4c20-8388-7277b41e9b60,2010,Davina Michelle,2023-01-20 20:00:00
45ad90b4-1cbf-447b-9562-971bc2662fe2,100016,Odessa Playground - Jethro & Yarl - Muiderpoort,2023-01-28 18:00:00
4603dc58-ca2a-4268-ac2b-1903c3b4249a,19820,The Simon And Garfunkel Story,2023-01-10 19:30:00
4620eba3-579c-4faf-bd8b-19594d4b582b,146194,SORA LIVE SHOW | 29 January,2023-01-29 13:00:00
462866af-428d-4fa9-8956-71a646809696,184500,Foil - Arms & Hog - Hogwash,2023-02-05 20:00:00
46409c06-c980-4f0b-a3aa-36b519bd07ca,7555,New Rules,2023-02-02 20:00:00
464207c6-8d26-41f4-a923-504b728c4567,77,Kingdom Of Zamunda,2023-01-27 22:00:00
464cf8ed-bca5-4abe-bf8f-8e531c8447fa,197102,The Smiths Presumably,2023-02-11 19:30:00
465249f1-9186-496f-b32a-9cb114cfb95f,2008,Michelle Gurevich - Patches,2023-11-26 19:30:00
4668bbea-7a75-444a-974d-64e202a51788,147925,R&B Sunday | De Vooruitgang,2023-01-29 18:00:00
4668cb0d-b233-4b18-8feb-db5bcf3fe303,7279,20 Years Of Broadcasting,2023-01-13 23:00:00
4677b1d1-6e31-41d1-afed-3dddafde38ec,116033,Andrés Calamaro,2023-07-27 22:00:00
46ef567b-fce7-4318-87d3-8f9083a99cb7,14104,Blanco,2023-07-20 21:00:00
47504459-cc25-4762-acd0-9a49c8a374d4,2029,ComedyCloud,2023-01-26 20:30:00
4750db6d-6794-4b5e-9223-0f3cf298efbc,132621,Sterrenstof (Beste Hits Per Jaar),2023-01-13 21:00:00
475ea1f0-04ef-49d4-8976-c0fb7a9f6f13,180238,Breakin Science + Drumatics 16+ NYD 2023,2023-01-01 14:00:00
47cc5417-545d-4594-b375-a942c75e7b81,133343,Dermot Kennedy,2023-06-23 16:00:00
480ac6c4-3b70-47f1-9cb8-6d734cbbbfa3,18,The Waterboys,2023-04-03 19:00:00
4820b265-0d23-4d1d-ac07-06c49ce493d5,147629,Gojira,2023-02-19 20:00:00
482a8616-9c1f-49db-a503-b7f64822a883,1906,Jaap Reesema,2023-01-27 19:00:00
487ba597-cf34-4cb1-8f01-a1c32695a4d5,18221,The Lord Of The Rings & The Hobbit,2023-03-19 19:00:00
487cdb09-09a0-443e-863b-02348e04bef1,5624,Diamond Dogs,2023-01-08 15:00:00
4897df10-0daa-4be0-8403-fa11d652bbfc,18,Traumahelikopter,2023-01-26 19:00:00
489bf481-fc8b-4e7f-ba8f-ec6556c6db9b,182325,Désirée Nick - The Forbidden Material,2023-02-02 20:00:00
3d003944-1d65-4758-931c-45f87966e940,1492,Kingsland Festival 2023 | Rotterdam,2023-04-27 12:00:00
3d0194e1-84a5-487a-95dd-57e22c9289ff,2269,keshi: HELL & BACK TOUR,2023-02-12 18:00:00
3d041e59-9e68-4069-baa9-c8ab02018599,13908,Fatima Hajji - Victor Fernandez & Steve Bimbelan,2023-01-15 23:00:00
3d1d764b-6e1c-44de-8edd-3ce21d3db39c,22901,Birdy,2023-03-31 18:00:00
3d2deddf-0fcf-48d1-9521-320b36beccfc,183477,Manuel Carrasco,2023-08-25 21:30:00
3d586639-249e-4c40-80ba-dd26541efdff,11188,United Rugby Championship - Leinster vs Connacht,2023-01-01 19:35:00
3d9e63d8-934d-4e52-89fe-ba04359153ed,18647,Tindersticks,2023-01-13 20:00:00
3da192d5-3674-40c2-8662-2fc0de247085,164984,Robbie Williams - XXV Tour 2023,2023-03-01 19:30:00
3db0d7c0-2afb-42ce-8f4d-265e2b072c18,35,The Kulture Of Hype & Hope - Water Edition,2023-01-07 12:00:00
3dc4ddfc-ea89-4cbb-9230-1b7ffc738b8b,177018,The Kooks,2023-02-07 20:00:00
3dd58fe2-53c3-4770-9fd4-8bd4e2e1567a,167303,Jaap Reesema,2023-02-18 19:00:00
3dff678c-e28d-44cc-bdd4-e9877327b916,9179,Enchante - Terres De Feu,2023-01-08 16:00:00
3e613b21-fd65-446c-83fc-71697d288489,41561,Eri Con Me- Alice Canta Battiato,2023-05-13 20:45:00
3e62f0a3-59c9-4ff2-ada5-b89a1442a132,78469,Arca Is The New Bloco | RJ | 2023,2023-02-19 17:00:00
3e85a518-0798-4a0b-8524-cf0126e2abe2,144177,Veintiuno,2023-03-18 20:00:00
3e9d8bce-b6f2-460c-9d8d-6c757e6a303a,169148,SÁBADO: CUENCA SORPRESA con CUENKARAOKE #CUENCAclub,2023-01-07 23:59:00
3eb41717-3230-430d-bbe9-d67a5a24adda,6377,A.M.C (3 Hour Set),2023-02-24 23:00:00
3eb76bde-f892-41d4-abfd-97aa993f4480,18709,Tutty Tran - HAI DAI MAU,2023-01-18 20:00:00
3ed29391-e14d-4165-8f92-00e85c5ee201,16170,Hodworks & Dollár Papa Gyermekei - Kabaré,2023-01-26 20:00:00
3edff92a-808e-4609-899e-9183ce7c3acb,21609,Linkers,2023-01-28 23:59:00
3f405944-bb07-49b6-8ffa-0f283c4650f8,169789,450 METER - MONO X POING: Manuka Honey / Merca Bae,2023-02-04 23:55:00
3f62622b-04ec-4f8b-9132-626fcfa7f7ac,9179,Queen- The Unique Rock Symphonic,2023-01-12 20:00:00
